rank,model_id,downloads,likes,model_type,architectures,parameters (str),parameters,library,is_gated,is_moe,config_class,is_supported,Year
180,lmstudio-community/DeepSeek-R1-0528-Qwen3-8B-MLX-8bit,422772,18,qwen3,Qwen3ForCausalLM,8B,8000000000,mlx,False,False,Qwen3Config,True,2025
181,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,422333,861,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2025
182,Qwen/Qwen2.5-Coder-1.5B,420737,91,qwen2,Qwen2ForCausalLM,1.5B,1500000000,transformers,False,False,Qwen2Config,True,2024
183,Qwen/Qwen3-8B-Base,419956,103,qwen3,Qwen3ForCausalLM,8B,8000000000,transformers,False,False,Qwen3Config,True,2025
184,cyankiwi/Qwen3-Coder-30B-A3B-Instruct-AWQ-4bit,415101,49,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,transformers,False,True,Qwen3MoeConfig,False,2025
185,Qwen/Qwen3-0.6B-Base,413076,169,qwen3,Qwen3ForCausalLM,0.6B,600000000,transformers,False,False,Qwen3Config,True,2025
186,IlyaGusev/saiga_llama3_8b,409741,140,llama,LlamaForCausalLM,8B,8030261248,transformers,False,False,LlamaConfig,True,2024
187,google/gemma-2-9b-it,409336,801,gemma2,Gemma2ForCausalLM,9b,9000000000,transformers,True,False,,False,2024
188,openai-community/gpt2-medium,409010,203,gpt2,GPT2LMHeadModel,0.38B,379988992,transformers,False,False,GPT2Config,False,2022
189,hmellor/tiny-random-Gemma2ForCausalLM,408729,0,gemma2,Gemma2ForCausalLM,0.01B,8438816,transformers,False,False,Gemma2Config,False,2025
190,Qwen/Qwen3-32B-FP8,406009,83,qwen3,Qwen3ForCausalLM,32B,32000000000,transformers,False,False,Qwen3Config,True,2025
191,Qwen/Qwen2.5-Math-1.5B,399262,107,qwen2,Qwen2ForCausalLM,1.5B,1500000000,transformers,False,False,Qwen2Config,True,2024
192,HuggingFaceTB/SmolLM-135M,398136,257,llama,LlamaForCausalLM,0.13B,134515008,transformers,False,False,LlamaConfig,True,2024
193,unsloth/mistral-7b-v0.3-bnb-4bit,393597,22,mistral,MistralForCausalLM,7b,7000000000,transformers,False,False,MistralConfig,True,2024
194,nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-FP8,385210,247,nemotron_h,NemotronHForCausalLM,120B,120000000000,transformers,False,False,NemotronHConfig,False,2026
195,zai-org/GLM-4.5-Air,384197,600,glm4_moe,Glm4MoeForCausalLM,110B,110468824832,transformers,False,True,Glm4MoeConfig,False,2025
196,google/gemma-2-2b-it,381130,1354,gemma2,Gemma2ForCausalLM,2b,2000000000,transformers,True,False,,False,2024
197,tiiuae/falcon-7b,378469,1102,falcon,FalconForCausalLM,7b,7000000000,transformers,False,False,FalconConfig,False,2023
198,lmstudio-community/LFM2-24B-A2B-MLX-4bit,374618,4,lfm2_moe,Lfm2MoeForCausalLM,24B,24000000000,transformers,False,True,Lfm2MoeConfig,False,2026
199,stelterlab/Mistral-Small-24B-Instruct-2501-AWQ,373451,29,mistral,MistralForCausalLM,24B,24000000000,vllm,False,False,MistralConfig,True,2025
200,lmstudio-community/LFM2-24B-A2B-MLX-8bit,370979,2,lfm2_moe,Lfm2MoeForCausalLM,24B,24000000000,transformers,False,True,Lfm2MoeConfig,False,2026
201,trl-internal-testing/tiny-Qwen3ForCausalLM,370887,1,qwen3,Qwen3ForCausalLM,0.0B,2453368,transformers,False,False,Qwen3Config,True,2025
202,lmstudio-community/LFM2-24B-A2B-MLX-5bit,370809,1,lfm2_moe,Lfm2MoeForCausalLM,24B,24000000000,transformers,False,True,Lfm2MoeConfig,False,2026
203,lmstudio-community/LFM2-24B-A2B-MLX-6bit,370726,3,lfm2_moe,Lfm2MoeForCausalLM,24B,24000000000,transformers,False,True,Lfm2MoeConfig,False,2026
204,meta-llama/Llama-2-7b-chat-hf,365171,4756,llama,LlamaForCausalLM,7b,7000000000,transformers,True,False,,False,2023
205,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,358879,24,qwen2,Qwen2ForCausalLM,7B,7000000000,transformers,False,False,Qwen2Config,True,2024
206,mlx-community/Kimi-K2.5,354011,38,kimi_k25,KimiK25ForConditionalGeneration,,,mlx,False,False,KimiK25Config,False,2026
207,EleutherAI/gpt-neo-2.7B,352646,503,gpt_neo,GPTNeoForCausalLM,2.7B,2700000000,transformers,False,False,GPTNeoConfig,False,2022
208,Qwen/Qwen3-Next-80B-A3B-Instruct,336179,1021,qwen3_next,Qwen3NextForCausalLM,80B,80000000000,transformers,False,False,Qwen3NextConfig,False,2025
209,ibm-granite/granite-4.0-h-small,333371,307,granitemoehybrid,GraniteMoeHybridForCausalLM,,,transformers,False,True,GraniteMoeHybridConfig,True,2025
210,farbodtavakkoli/OTel-LLM-8.3B-IT,328841,2,gemma3_text,Gemma3ForCausalLM,8.3B,8300000000,,False,False,Gemma3TextConfig,False,2026
211,codellama/CodeLlama-7b-hf,328555,376,llama,LlamaForCausalLM,7b,7000000000,transformers,False,False,LlamaConfig,True,2023
212,mistralai/Mistral-7B-Instruct-v0.1,325004,1834,mistral,MistralForCausalLM,7B,7000000000,transformers,False,False,MistralConfig,True,2023
213,Qwen/Qwen2.5-Coder-3B-Instruct,320309,105,qwen2,Qwen2ForCausalLM,3B,3000000000,transformers,False,False,Qwen2Config,True,2024
214,LSX-UniWue/LLaMmlein_1B_prerelease,307835,14,llama,LlamaForCausalLM,1.1B,1100048384,transformers,False,False,LlamaConfig,True,2024
215,Qwen/Qwen2.5-Math-1.5B-Instruct,306760,54,qwen2,Qwen2ForCausalLM,1.5B,1500000000,transformers,False,False,Qwen2Config,True,2024
216,TIGER-Lab/VLM2Vec-Full,305910,29,phi3_v,Phi3VForCausalLM,4.1B,4146621440,transformers,False,False,Phi3VConfig,False,2024
217,EleutherAI/gpt-j-6b,305014,1524,gptj,GPTJForCausalLM,6b,6000000000,transformers,False,False,GPTJConfig,False,2022
218,trl-internal-testing/tiny-Qwen3MoeForCausalLM,304847,1,qwen3_moe,Qwen3MoeForCausalLM,0.0B,2603624,transformers,False,True,Qwen3MoeConfig,False,2025
219,zai-org/GLM-4.7-FP8,301918,122,glm4_moe,Glm4MoeForCausalLM,,,transformers,False,True,Glm4MoeConfig,False,2025
220,Qwen/Qwen3-30B-A3B-Instruct-2507-FP8,295048,123,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,transformers,False,True,Qwen3MoeConfig,False,2025
221,unsloth/Meta-Llama-3.1-8B-Instruct,293300,96,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2024
222,EleutherAI/gpt-neox-20b,293296,583,gpt_neox,GPTNeoXForCausalLM,20b,20000000000,transformers,False,False,GPTNeoXConfig,False,2022
223,OBLITERATUS/gemma-4-E4B-it-OBLITERATED,287979,619,gemma4,Gemma4ForConditionalGeneration,8B,7996156490,,False,False,Gemma4Config,False,2026
224,List-cloud/List-3.0-Ultra-Coder-Brain,279986,10,list_ultra_coder,MiniMaxM2ForCausalLM,229B,228703644928,transformers,False,False,MiniMaxM2Config,False,2026
225,microsoft/DialoGPT-medium,279841,436,gpt2,GPT2LMHeadModel,,,transformers,False,False,GPT2Config,False,2022
226,distil-labs/distil-lfm25-shellper,277778,5,lfm2,Lfm2ForCausalLM,0.35B,354483968,,False,False,Lfm2Config,False,2026
227,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,277413,99,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2024
228,Doradus-AI/RnJ-1-Instruct-FP8,275811,4,gemma3_text,Gemma3ForCausalLM,8.8B,8837345280,transformers,False,False,Gemma3TextConfig,False,2025
229,bigcode/tiny_starcoder_py,271422,74,gpt_bigcode,GPTBigCodeForCausalLM,0.16B,164144128,transformers,False,False,GPTBigCodeConfig,False,2023
230,ansulev/Darwin-9B-NEG,268334,7,qwen3_5,Qwen3_5ForConditionalGeneration,9B,9000000000,transformers,False,False,Qwen3_5Config,False,2026
231,bg-digitalservices/Gemma-4-26B-A4B-it-NVFP4,267906,31,gemma4,Gemma4ForConditionalGeneration,26B,26000000000,transformers,False,False,Gemma4Config,False,2026
232,Jiunsong/supergemma4-26b-uncensored-gguf-v2,267449,621,,,26b,26000000000,,False,False,,False,2026
233,speakleash/Bielik-11B-v3.0-Instruct,266977,60,llama,LlamaForCausalLM,11B,11000000000,transformers,True,False,,False,2025
234,Dream-org/Dream-v0-Instruct-7B,264888,156,Dream,DreamModel,7B,7000000000,transformers,False,False,DreamConfig,False,2025
235,stepfun-ai/Step-3.5-Flash,264354,808,step3p5,Step3p5ForCausalLM,199B,199384301376,transformers,False,False,,False,2026
236,lmstudio-community/GLM-4.7-Flash-MLX-8bit,262450,11,glm4_moe_lite,Glm4MoeLiteForCausalLM,8.4B,8426098304,transformers,False,True,Glm4MoeLiteConfig,False,2026
237,nvidia/Qwen2.5-VL-7B-Instruct-NVFP4,262234,15,qwen2_5_vl,Qwen2_5_VLForConditionalGeneration,7B,7000000000,Model Optimizer,False,False,Qwen2_5_VLConfig,False,2025
238,google/gemma-2-2b,260783,641,gemma2,Gemma2ForCausalLM,2b,2000000000,transformers,True,False,,False,2024
239,unsloth/Llama-3.2-1B-Instruct,257930,94,llama,LlamaForCausalLM,1B,1000000000,transformers,False,False,LlamaConfig,True,2024
240,farbodtavakkoli/OTel-LLM-1.2B-IT,257746,1,lfm2,Lfm2ForCausalLM,1.2B,1200000000,,False,False,Lfm2Config,False,2026
241,hmellor/Ilama-3.2-1B,257503,0,ilama,IlamaForCausalLM,1B,1000000000,transformers,False,False,IlamaConfig,False,2025
242,cyankiwi/MiniMax-M2.7-AWQ-4bit,255748,30,minimax_m2,MiniMaxM2ForCausalLM,236B,235796453360,transformers,False,False,MiniMaxM2Config,False,2026
243,ibnzterrell/Meta-Llama-3.3-70B-Instruct-AWQ-INT4,254310,31,llama,LlamaForCausalLM,70B,70000000000,transformers,False,False,LlamaConfig,True,2024
244,ibm-granite/granite-4.0-micro,252263,272,granitemoehybrid,GraniteMoeHybridForCausalLM,,,transformers,False,True,GraniteMoeHybridConfig,True,2025
245,mlx-community/Qwen3.5-9B-OptiQ-4bit,251470,44,qwen3_5,Qwen3_5ForConditionalGeneration,9B,9000000000,mlx,False,False,Qwen3_5Config,False,2026
246,jinaai/ReaderLM-v2,251337,785,qwen2,Qwen2ForCausalLM,1.5B,1543714304,transformers,False,False,Qwen2Config,True,2025
247,lmstudio-community/GLM-4.7-Flash-MLX-6bit,249034,8,glm4_moe_lite,Glm4MoeLiteForCausalLM,6.6B,6555029120,transformers,False,True,Glm4MoeLiteConfig,False,2026
248,zai-org/GLM-5.1,248947,1662,glm_moe_dsa,GlmMoeDsaForCausalLM,754B,753864139008,transformers,False,True,GlmMoeDsaConfig,False,2026
249,unsloth/gpt-oss-20b-GGUF,247645,685,gpt_oss,GptOssForCausalLM,20b,20000000000,transformers,False,False,GptOssConfig,False,2025
250,Zyphra/Zamba2-1.2B-instruct,247151,30,zamba2,Zamba2ForCausalLM,1.2B,1200000000,transformers,False,False,Zamba2Config,False,2024
251,HuggingFaceTB/SmolLM3-3B,244514,953,smollm3,SmolLM3ForCausalLM,3B,3000000000,transformers,False,False,SmolLM3Config,True,2025
252,LGAI-EXAONE/EXAONE-Deep-7.8B,243528,102,exaone,ExaoneForCausalLM,7.8B,7800000000,transformers,False,False,ExaoneConfig,False,2025
253,deepseek-ai/deepseek-coder-7b-instruct-v1.5,243311,152,llama,LlamaForCausalLM,7b,7000000000,transformers,False,False,LlamaConfig,True,2024
254,microsoft/Phi-3-mini-128k-instruct,242793,1700,phi3,Phi3ForCausalLM,,,transformers,False,False,Phi3Config,True,2024
255,MaziyarPanahi/Qwen3-0.6B-GGUF,240895,11,mistral,,0.6B,600000000,,False,False,MistralConfig,True,2025
256,allenai/Olmo-3-1025-7B,237188,69,olmo3,Olmo3ForCausalLM,7B,7000000000,transformers,False,False,Olmo3Config,False,2025
257,MaziyarPanahi/Qwen3-1.7B-GGUF,236920,7,mistral,,1.7B,1700000000,,False,False,MistralConfig,True,2025
258,MaziyarPanahi/Qwen3-14B-GGUF,236744,9,mistral,,14B,14000000000,,False,False,MistralConfig,True,2025
259,MaziyarPanahi/Qwen3-4B-GGUF,236548,7,mistral,,4B,4000000000,,False,False,MistralConfig,True,2025
260,MaziyarPanahi/Qwen3-8B-GGUF,236500,10,mistral,,8B,8000000000,,False,False,MistralConfig,True,2025
261,cckevinn/SeeClick,235049,18,qwen,QWenLMHeadModel,9.7B,9656935168,transformers,False,False,QWenConfig,False,2024
262,microsoft/Phi-3-vision-128k-instruct,234452,971,phi3_v,Phi3VForCausalLM,,,transformers,False,False,Phi3VConfig,False,2024
263,mlx-community/Kimi-K2.6-mlx-DQ3_K_M-q8,233399,8,kimi_k25,KimiK25ForConditionalGeneration,134B,133775281664,mlx,False,False,KimiK25Config,False,2026
264,unsloth/Llama-3.3-70B-Instruct-GGUF,233197,109,llama,LlamaForCausalLM,70B,70000000000,transformers,False,False,LlamaConfig,True,2024
265,meta-llama/Llama-3.1-405B-Instruct,233094,595,llama,LlamaForCausalLM,405B,405000000000,transformers,True,False,,False,2024
266,unsloth/gpt-oss-120b-GGUF,230801,255,gpt_oss,GptOssForCausalLM,120b,120000000000,transformers,False,False,GptOssConfig,False,2025
267,unsloth/Qwen2.5-7B-Instruct-bnb-4bit,230538,21,qwen2,Qwen2ForCausalLM,7B,7000000000,transformers,False,False,Qwen2Config,True,2024
268,RedHatAI/Meta-Llama-3.1-8B-FP8,229817,10,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2024
269,cyberagent/open-calm-3b,229441,21,gpt_neox,GPTNeoXForCausalLM,3b,3000000000,transformers,False,False,GPTNeoXConfig,False,2023
270,casperhansen/llama-3.3-70b-instruct-awq,223056,45,llama,LlamaForCausalLM,70b,70000000000,transformers,False,False,LlamaConfig,True,2024
271,MaziyarPanahi/Phi-3.5-mini-instruct-GGUF,222607,29,mistral,,,,,False,False,MistralConfig,True,2024
272,google/gemma-2b,220703,1173,gemma,GemmaForCausalLM,2b,2000000000,transformers,True,False,,False,2024
273,NousResearch/Hermes-3-Llama-3.1-8B,217198,423,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2024
274,casperhansen/llama-3-8b-instruct-awq,215223,29,llama,LlamaForCausalLM,8b,8000000000,transformers,False,False,LlamaConfig,True,2024
275,zai-org/GLM-5,212992,2085,glm_moe_dsa,GlmMoeDsaForCausalLM,754B,753864139008,transformers,False,True,GlmMoeDsaConfig,False,2026
276,Nanbeige/Nanbeige4.1-3B,212629,1106,llama,LlamaForCausalLM,3B,3000000000,transformers,False,False,LlamaConfig,True,2026
277,lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,212128,25,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,transformers,False,True,Qwen3MoeConfig,False,2025
278,unsloth/gemma-3-1b-it,209539,22,gemma3_text,Gemma3ForCausalLM,1b,1000000000,transformers,False,False,Gemma3TextConfig,False,2025
279,deepseek-ai/DeepSeek-V3.2-Exp,208694,994,deepseek_v32,DeepseekV32ForCausalLM,685B,685396921376,transformers,False,True,,False,2025
280,HuggingFaceTB/SmolLM2-360M-Instruct,208364,186,llama,LlamaForCausalLM,,,transformers,False,False,LlamaConfig,True,2024
281,internlm/internlm-chat-7b,207231,101,internlm,InternLMForCausalLM,7b,7000000000,transformers,False,False,InternLMConfig,False,2023
282,trl-internal-testing/tiny-LlamaForCausalLM-3.2,205736,1,llama,LlamaForCausalLM,0.0B,2054056,transformers,False,False,LlamaConfig,True,2024
283,hugging-quants/Meta-Llama-3.1-70B-Instruct-AWQ-INT4,201985,109,llama,LlamaForCausalLM,70B,70000000000,transformers,False,False,LlamaConfig,True,2024
284,ai-forever/mGPT,201032,270,gpt2,GPT2LMHeadModel,,,transformers,False,False,GPT2Config,False,2022
285,trl-internal-testing/tiny-Glm4MoeForCausalLM,200846,0,glm4_moe,Glm4MoeForCausalLM,0.0B,2429940,transformers,False,True,Glm4MoeConfig,False,2026
286,unsloth/Qwen2.5-0.5B-unsloth-bnb-4bit,200479,3,qwen2,Qwen2ForCausalLM,0.5B,500000000,transformers,False,False,Qwen2Config,True,2025
287,unsloth/Qwen2.5-Coder-7B-Instruct-bnb-4bit,199530,12,qwen2,Qwen2ForCausalLM,7B,7000000000,transformers,False,False,Qwen2Config,True,2024
288,Qwen/Qwen-7B-Chat,199364,790,qwen,QWenLMHeadModel,7B,7000000000,transformers,False,False,QWenConfig,False,2023
289,Qwen/Qwen3-235B-A22B-FP8,198988,92,qwen3_moe,Qwen3MoeForCausalLM,235B,235000000000,transformers,False,True,Qwen3MoeConfig,False,2025
290,allenai/Olmo-3-7B-Think,198968,94,olmo3,Olmo3ForCausalLM,7B,7000000000,transformers,False,False,Olmo3Config,False,2025
291,trl-internal-testing/dummy-GPT2-correct-vocab,198311,0,gpt2,GPT2LMHeadModel,0.0B,1658617,transformers,False,False,GPT2Config,False,2023
292,prefeitura-rio/Rio-3.0-Open,197113,5,qwen3_moe,Qwen3MoeForCausalLM,235B,235093634560,transformers,False,True,Qwen3MoeConfig,False,2026
293,peft-internal-testing/opt-125m,196843,0,opt,OPTForCausalLM,0.13B,125239296,transformers,False,False,OPTConfig,False,2025
294,HuggingFaceTB/SmolLM2-1.7B,196766,150,llama,LlamaForCausalLM,1.7B,1700000000,transformers,False,False,LlamaConfig,True,2024
295,inclusionAI/LLaDA2.0-mini,195270,67,llada2_moe,LLaDA2MoeModelLM,16B,16255643392,transformers,False,True,LLaDA2MoeConfig,False,2025
296,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,194935,155,exaone,ExaoneForCausalLM,7.8B,7800000000,transformers,False,False,ExaoneConfig,False,2024
297,unsloth/Qwen3-4B-unsloth-bnb-4bit,193612,19,qwen3,Qwen3ForCausalLM,4B,4000000000,transformers,False,False,Qwen3Config,True,2025
298,Ex0bit/Qwen3.6-35B-A3B-PRISM-NVFP4,192038,19,qwen3_5_moe,Qwen3_5MoeForConditionalGeneration,35B,35000000000,,False,True,Qwen3_5MoeConfig,False,2026
299,trl-internal-testing/tiny-Gemma2ForCausalLM,191945,1,gemma2,Gemma2ForCausalLM,0.0B,2098760,transformers,False,False,Gemma2Config,False,2024
300,BSC-LT/salamandra-7b-instruct,190901,79,llama,LlamaForCausalLM,7b,7000000000,transformers,False,False,LlamaConfig,True,2024
301,skt/kogpt2-base-v2,190357,61,gpt2,GPT2LMHeadModel,,,transformers,False,False,GPT2Config,False,2022
302,deepseek-ai/DeepSeek-V3.1,190137,823,deepseek_v3,DeepseekV3ForCausalLM,685B,684531386000,transformers,False,True,DeepseekV3Config,False,2025
303,unsloth/Qwen3-14B-unsloth-bnb-4bit,189721,15,qwen3,Qwen3ForCausalLM,14B,14000000000,transformers,False,False,Qwen3Config,True,2025
304,lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-5bit,187966,7,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,transformers,False,True,Qwen3MoeConfig,False,2025
305,microsoft/Phi-mini-MoE-instruct,187768,33,phimoe,PhiMoEForCausalLM,7.6B,7647632704,transformers,False,True,PhiMoEConfig,False,2025
306,openai-community/openai-gpt,187734,295,openai-gpt,OpenAIGPTLMHeadModel,0.12B,119680512,transformers,False,False,OpenAIGPTConfig,False,2022
307,Qwen/Qwen1.5-MoE-A2.7B,183945,225,qwen2_moe,Qwen2MoeForCausalLM,7B,7000000000,transformers,False,True,Qwen2MoeConfig,False,2024
308,lordx64/Qwen3.6-35B-A3B-Claude-4.7-Opus-Reasoning-Distilled,183319,140,qwen3_5_moe,Qwen3_5MoeForConditionalGeneration,35B,35000000000,transformers,False,True,Qwen3_5MoeConfig,False,2026
309,Qwen/Qwen3-30B-A3B-FP8,182929,84,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,transformers,False,True,Qwen3MoeConfig,False,2025
310,Qwen/Qwen3-4B-Thinking-2507-FP8,181687,66,qwen3,Qwen3ForCausalLM,4B,4000000000,transformers,False,False,Qwen3Config,True,2025
311,MaziyarPanahi/Qwen3-4B-Instruct-2507-GGUF,181640,2,mistral,,4B,4000000000,,False,False,MistralConfig,True,2025
312,lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-8bit,180448,15,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,transformers,False,True,Qwen3MoeConfig,False,2025
313,baichuan-inc/Baichuan2-7B-Chat,180361,172,baichuan,BaichuanForCausalLM,7B,7000000000,transformers,False,False,BaichuanConfig,False,2023
314,TrevorJS/gemma-4-26B-A4B-it-uncensored,179878,35,gemma4,Gemma4ForConditionalGeneration,26B,26000000000,transformers,False,False,Gemma4Config,False,2026
315,Qwen/Qwen3-14B-FP8,179201,47,qwen3,Qwen3ForCausalLM,14B,14000000000,transformers,False,False,Qwen3Config,True,2025
316,lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-6bit,177460,5,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,transformers,False,True,Qwen3MoeConfig,False,2025
317,lmsys/vicuna-7b-v1.5,177076,399,llama,LlamaForCausalLM,7b,7000000000,transformers,False,False,LlamaConfig,True,2023
318,trl-internal-testing/tiny-LlamaForCausalLM-3,176954,0,llama,LlamaForCausalLM,0.0B,2054056,transformers,False,False,LlamaConfig,True,2024
319,xlnet/xlnet-base-cased,176125,82,xlnet,XLNetLMHeadModel,,,transformers,False,False,XLNetConfig,False,2022
320,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,174587,151,qwen3_moe,Qwen3MoeForCausalLM,480B,480000000000,transformers,False,True,Qwen3MoeConfig,False,2025
321,trl-internal-testing/tiny-CohereForCausalLM,174476,0,cohere,CohereForCausalLM,0.0B,2049944,transformers,False,False,CohereConfig,False,2024
322,google/gemma-3-270m-it,173285,583,gemma3_text,Gemma3ForCausalLM,,,transformers,True,False,,False,2025
323,JackFram/llama-68m,171604,36,llama,LlamaForCausalLM,,,transformers,False,False,LlamaConfig,True,2023
324,trl-internal-testing/tiny-GemmaForCausalLM,170443,0,gemma,GemmaForCausalLM,0.0B,2098728,transformers,False,False,GemmaConfig,False,2024
325,EleutherAI/pythia-14m,169594,4,gpt_neox,GPTNeoXForCausalLM,0.01B,14067712,transformers,False,False,GPTNeoXConfig,False,2026
326,TheBloke/Mistral-7B-Instruct-v0.2-GPTQ,169463,55,mistral,MistralForCausalLM,7B,7000000000,transformers,False,False,MistralConfig,True,2023
327,openai-community/gpt2-xl,169278,379,gpt2,GPT2LMHeadModel,1.6B,1607942848,transformers,False,False,GPT2Config,False,2022
328,unsloth/Llama-3.2-3B-Instruct,168345,90,llama,LlamaForCausalLM,3B,3000000000,transformers,False,False,LlamaConfig,True,2024
329,HuggingFaceH4/zephyr-7b-beta,167957,1844,mistral,MistralForCausalLM,7b,7000000000,transformers,False,False,MistralConfig,True,2023
330,RedHatAI/Meta-Llama-3.1-70B-Instruct-quantized.w4a16,167088,32,llama,LlamaForCausalLM,70B,70000000000,transformers,False,False,LlamaConfig,True,2024
331,trl-internal-testing/tiny-DeepseekV3ForCausalLM,166560,3,deepseek_v3,DeepseekV3ForCausalLM,0.01B,5516568,transformers,False,True,DeepseekV3Config,False,2025
332,lmstudio-community/Qwen2.5-Coder-14B-Instruct-MLX-4bit,165746,6,qwen2,Qwen2ForCausalLM,14B,14000000000,mlx,False,False,Qwen2Config,True,2024
333,google/gemma-1.1-2b-it,165715,173,gemma,GemmaForCausalLM,2b,2000000000,transformers,True,False,,False,2024
334,speakleash/Bielik-11B-v3.0-Instruct-awq,165703,1,llama,LlamaForCausalLM,11B,11000000000,transformers,False,False,LlamaConfig,True,2025
335,Qwen/Qwen3-Next-80B-A3B-Instruct-FP8,164848,86,qwen3_next,Qwen3NextForCausalLM,80B,80000000000,transformers,False,False,Qwen3NextConfig,False,2025
336,BioMistral/BioMistral-7B,164144,504,mistral,MistralForCausalLM,7B,7000000000,transformers,False,False,MistralConfig,True,2024
337,allenai/OLMo-2-0425-1B,164072,75,olmo2,Olmo2ForCausalLM,1B,1000000000,transformers,False,False,Olmo2Config,True,2025
338,HuggingFaceTB/SmolLM3-3B-Base,163994,158,smollm3,SmolLM3ForCausalLM,3B,3000000000,transformers,False,False,SmolLM3Config,True,2025
339,huggyllama/llama-7b,163946,358,llama,LlamaForCausalLM,7b,7000000000,transformers,False,False,LlamaConfig,True,2023
340,entropy/gpt2_zinc_87m,163086,4,gpt2,GPT2LMHeadModel,,,transformers,False,False,GPT2Config,False,2023
341,moonshotai/Kimi-K2-Thinking,162365,1698,kimi_k2,DeepseekV3ForCausalLM,1058B,1058118284416,transformers,False,True,DeepseekV3Config,False,2025
342,CohereLabs/c4ai-command-r-v01-4bit,161110,177,cohere,CohereForCausalLM,35B,35494684112,transformers,True,False,,False,2024
343,nvidia/Nemotron-Mini-4B-Instruct,160835,182,nemotron,NemotronForCausalLM,4B,4000000000,transformers,False,False,NemotronConfig,False,2024
344,nvidia/NVIDIA-Nemotron-Nano-9B-v2-FP8,160772,9,nemotron_h,NemotronHForCausalLM,9B,9000000000,transformers,False,False,NemotronHConfig,False,2025
345,unsloth/Qwen2.5-7B-Instruct-unsloth-bnb-4bit,159647,2,qwen2,Qwen2ForCausalLM,7B,7000000000,transformers,False,False,Qwen2Config,True,2025
346,NousResearch/Llama-2-7b-hf,158038,172,llama,LlamaForCausalLM,7b,7000000000,transformers,False,False,LlamaConfig,True,2023
347,ibm-research/PowerLM-3b,157099,20,granite,GraniteForCausalLM,3b,3000000000,transformers,False,False,GraniteConfig,True,2024
348,txn545/Qwen3.5-122B-A10B-NVFP4,155426,24,qwen3_5_moe,Qwen3_5MoeForConditionalGeneration,122B,122000000000,Model Optimizer,False,True,Qwen3_5MoeConfig,False,2026
349,unsloth/Qwen2.5-3B-Instruct-unsloth-bnb-4bit,155349,7,qwen2,Qwen2ForCausalLM,3B,3000000000,transformers,False,False,Qwen2Config,True,2025
350,HuggingFaceTB/SmolLM2-1.7B-Instruct,154055,731,llama,LlamaForCausalLM,1.7B,1700000000,transformers,False,False,LlamaConfig,True,2024
351,rinna/japanese-gpt-neox-small,152417,15,gpt_neox,GPTNeoXForCausalLM,0.2B,203611008,transformers,False,False,GPTNeoXConfig,False,2022
352,Qwen/Qwen3-30B-A3B-GPTQ-Int4,152384,50,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,transformers,False,True,Qwen3MoeConfig,False,2025
353,nvidia/Llama-3_3-Nemotron-Super-49B-v1_5-FP8,151863,28,nemotron-nas,DeciLMForCausalLM,49B,49000000000,transformers,False,False,DeciLMConfig,False,2025
354,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,150479,25,qwen3,Qwen3ForCausalLM,0.6B,600000000,transformers,False,False,Qwen3Config,True,2025
355,cyankiwi/Qwen3-4B-Instruct-2507-AWQ-4bit,149662,7,qwen3,Qwen3ForCausalLM,4B,4000000000,transformers,False,False,Qwen3Config,True,2025
356,deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,147758,1062,qwen3,Qwen3ForCausalLM,8B,8000000000,transformers,False,False,Qwen3Config,True,2025
357,EleutherAI/pythia-410m,147244,36,gpt_neox,GPTNeoXForCausalLM,0.51B,505997504,transformers,False,False,GPTNeoXConfig,False,2023
358,trl-internal-testing/tiny-MistralForCausalLM-0.2,146506,0,mistral,MistralForCausalLM,0.0B,513960,transformers,False,False,MistralConfig,True,2024
359,ArliAI/gpt-oss-20b-Derestricted,145351,94,gpt_oss,GptOssForCausalLM,20b,20000000000,transformers,False,False,GptOssConfig,False,2025
